version;0.3;;;
IceWarp Email Server;>= 2.10.105 and <= 2.10.360;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Email Server;>= 2.10.105 and <= 2.10.360;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Email Server;>= 3.00.100 and <= 3.10.110;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Email Server;>= 3.00.100 and <= 3.10.110;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Email Server;>= 3.00.100 and <= 3.10.110;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Email Server;>= 4.00.30 and <= 4.10.050;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Email Server;>= 4.00.30 and <= 4.10.050;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Email Server;>= 4.00.30 and <= 4.10.050;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Email Server;>= 5.1.2 and <= 5.9.4;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Email Server;>= 5.1.2 and <= 5.9.4;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Email Server;>= 5.1.2 and <= 5.9.4;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Email Server;>= 6.0.2 and <= 6.2.1;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Email Server;>= 6.0.2 and <= 6.2.1;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Email Server;>= 6.0.2 and <= 6.2.1;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Email Server;>= 7.0.1 and <= 7.6.4;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Email Server;>= 7.0.1 and <= 7.6.4;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Email Server;>= 7.0.1 and <= 7.6.4;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Email Server;>= 8.0.1 and <= 8.9.1;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Email Server;>= 8.0.1 and <= 8.9.1;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Email Server;>= 8.0.1 and <= 8.9.1;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Email Server;>= 9.0.0 and <= 9.2.0;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Email Server;>= 9.0.0 and <= 9.2.0;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Email Server;>= 9.0.0 and <= 9.2.0;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Mail Server;10.4.4;CVE-2017-12844;Cross-site scripting (XSS) vulnerability in the admin panel in IceWarp Mail Server 10.4...;https://nvd.nist.gov/vuln/detail/CVE-2017-12844
IceWarp Mail Server;10.4.5;CVE-2023-39699;IceWarp Mail Server v10.4.5 was discovered to contain a local file inclusion (LFI) vuln...;https://nvd.nist.gov/vuln/detail/CVE-2023-39699
IceWarp Mail Server;10.4.5;CVE-2023-39700;IceWarp Mail Server v10.4.5 was discovered to contain a reflected cross-site scripting ...;https://nvd.nist.gov/vuln/detail/CVE-2023-39700
IceWarp Mail Server;11.4.0;CVE-2025-40630;Open redirection vulnerability in IceWarp Mail Server affecting version 11.4.0;https://nvd.nist.gov/vuln/detail/CVE-2025-40630
IceWarp Mail Server;11.4.0;CVE-2025-40631;HTTP host header injection vulnerability in Icewarp Mail Server affecting version 11.4.0;https://nvd.nist.gov/vuln/detail/CVE-2025-40631
IceWarp Mail Server;11.4.0;CVE-2025-40632;Cross-site scripting (XSS) in Icewarp Mail Server affecting version 11.4.0;https://nvd.nist.gov/vuln/detail/CVE-2025-40632
IceWarp Mail Server;11.4.5;CVE-2020-27982;IceWarp 11.4.5.0 allows XSS via the language parameter.;https://nvd.nist.gov/vuln/detail/CVE-2020-27982
IceWarp Mail Server;12.0.3;CVE-2018-7475;Cross-site scripting (XSS) vulnerability for webdav/ticket/ URIs in IceWarp Mail Server...;https://nvd.nist.gov/vuln/detail/CVE-2018-7475
IceWarp Mail Server;12.3.0.1;CVE-2020-14064;IceWarp Email Server 12.3.0.1 has Incorrect Access Control for user accounts.;https://nvd.nist.gov/vuln/detail/CVE-2020-14064
IceWarp Mail Server;12.3.0.1;CVE-2020-14065;IceWarp Email Server 12.3.0.1 allows remote attackers to upload files and consume disk ...;https://nvd.nist.gov/vuln/detail/CVE-2020-14065
IceWarp Mail Server;12.3.0.1;CVE-2020-14066;IceWarp Email Server 12.3.0.1 allows remote attackers to upload JavaScript files that a...;https://nvd.nist.gov/vuln/detail/CVE-2020-14066
IceWarp Mail Server;< 11.2.0;CVE-2015-1503;Multiple directory traversal vulnerabilities in IceWarp Mail Server before 11.2 allow r...;https://nvd.nist.gov/vuln/detail/CVE-2015-1503
IceWarp Mail Server;< 12.2.1.1;CVE-2019-19265;IceWarp WebMail Server 12.2.0 and 12.1.x before 12.2.1.1 (and probably earlier versions...;https://nvd.nist.gov/vuln/detail/CVE-2019-19265
IceWarp Mail Server;< 12.2.1.1;CVE-2019-19266;IceWarp WebMail Server 12.2.0 and 12.1.x before 12.2.1.1 (and probably earlier versions...;https://nvd.nist.gov/vuln/detail/CVE-2019-19266
IceWarp Mail Server;< 13.0.1.2;CVE-2021-36580;Open Redirect vulnerability exists in IceWarp MailServer IceWarp Server Deep Castle 2 U...;https://nvd.nist.gov/vuln/detail/CVE-2021-36580
IceWarp Mail Server;<= 10.3.2;CVE-2011-3579;server/webmail.php in IceWarp WebMail in IceWarp Mail Server before 10.3.3 allows remot...;https://nvd.nist.gov/vuln/detail/CVE-2011-3579
IceWarp Mail Server;<= 10.3.2;CVE-2011-3580;IceWarp WebMail in IceWarp Mail Server before 10.3.3 allows remote attackers to obtain ...;https://nvd.nist.gov/vuln/detail/CVE-2011-3580
IceWarp Mail Server;<= 10.4.4;CVE-2019-12593;IceWarp Mail Server through 10.4.4 is prone to a local file inclusion vulnerability via...;https://nvd.nist.gov/vuln/detail/CVE-2019-12593
IceWarp Mail Server;<= 12.0.3.1;CVE-2018-16324;In IceWarp Server 12.0.3.1 and before, there is XSS in the /webmail/ username field.;https://nvd.nist.gov/vuln/detail/CVE-2018-16324
IceWarp Mail Server;>= 10.0.3 and <= 10.3.1;CVE-2011-3579;server/webmail.php in IceWarp WebMail in IceWarp Mail Server before 10.3.3 allows remot...;https://nvd.nist.gov/vuln/detail/CVE-2011-3579
IceWarp Mail Server;>= 10.0.3 and <= 10.3.1;CVE-2011-3580;IceWarp WebMail in IceWarp Mail Server before 10.3.3 allows remote attackers to obtain ...;https://nvd.nist.gov/vuln/detail/CVE-2011-3580
IceWarp Mail Server;>= 9.3.0 and <= 9.4.2;CVE-2011-3579;server/webmail.php in IceWarp WebMail in IceWarp Mail Server before 10.3.3 allows remot...;https://nvd.nist.gov/vuln/detail/CVE-2011-3579
IceWarp Mail Server;>= 9.3.0 and <= 9.4.2;CVE-2011-3580;IceWarp WebMail in IceWarp Mail Server before 10.3.3 allows remote attackers to obtain ...;https://nvd.nist.gov/vuln/detail/CVE-2011-3580
IceWarp Merak Mail Server;9.3.2;CVE-2008-5734;Cross-site scripting (XSS) vulnerability in WebMail Pro in IceWarp Software Merak Mail ...;https://nvd.nist.gov/vuln/detail/CVE-2008-5734
IceWarp Merak Mail Server;9.4.1;CVE-2009-1516;Stack-based buffer overflow in the IceWarpServer.APIObject ActiveX control in api.dll i...;https://nvd.nist.gov/vuln/detail/CVE-2009-1516
IceWarp Merak Mail Server;>= 8.9.1 and <= 8.9.2;CVE-2007-5046;Cross-site scripting (XSS) vulnerability in the Webmail interface for IceWarp Merak Mai...;https://nvd.nist.gov/vuln/detail/CVE-2007-5046
IceWarp Server;11.3.1.5;CVE-2017-7855;In the webmail component in IceWarp Server 11.3.1.5, there was an XSS vulnerability dis...;https://nvd.nist.gov/vuln/detail/CVE-2017-7855
IceWarp Server;< 13.0.1.2;CVE-2021-36580;Open Redirect vulnerability exists in IceWarp MailServer IceWarp Server Deep Castle 2 U...;https://nvd.nist.gov/vuln/detail/CVE-2021-36580
IceWarp Server;<= 11.4.4.1;CVE-2020-8512;In IceWarp Webmail Server through 11.4.4.1, there is XSS in the /webmail/ color parameter.;https://nvd.nist.gov/vuln/detail/CVE-2020-8512
IceWarp WEB Mail;3.3.2;CVE-2004-1669;Cross-site scripting (XSS) vulnerability in MERAK Mail Server 7.4.5 with Icewarp Web Ma...;https://nvd.nist.gov/vuln/detail/CVE-2004-1669
IceWarp WEB Mail;3.3.2;CVE-2004-1670;Multiple directory traversal vulnerabilities Merak Mail Server 7.4.5 with Icewarp Web M...;https://nvd.nist.gov/vuln/detail/CVE-2004-1670
IceWarp WEB Mail;3.3.2;CVE-2004-1671;Merak Mail Server 7.4.5 with Icewarp Web Mail 5.2.7 and possibly other versions allows ...;https://nvd.nist.gov/vuln/detail/CVE-2004-1671
IceWarp WEB Mail;3.3.2;CVE-2004-1672;attachment.html in Merak Mail Server 7.4.5 with Icewarp Web Mail 5.2.7 and possibly oth...;https://nvd.nist.gov/vuln/detail/CVE-2004-1672
IceWarp WEB Mail;3.3.2;CVE-2004-1673;accountsettings_add.html in Merak Mail Server 7.4.5 with Icewarp Web Mail 5.2.7 and pos...;https://nvd.nist.gov/vuln/detail/CVE-2004-1673
IceWarp WEB Mail;3.3.2;CVE-2004-1674;viewaction.html in Merak Mail Server 7.4.5 with Icewarp Web Mail 5.2.7 and possibly oth...;https://nvd.nist.gov/vuln/detail/CVE-2004-1674
IceWarp WEB Mail;5.3.0;CVE-2005-0321;MERAK Mail Server 7.6.0 with Icewarp Web Mail 5.3.0 allows remote authenticated users t...;https://nvd.nist.gov/vuln/detail/CVE-2005-0321
IceWarp WEB Mail;5.3;CVE-2005-0320;Multiple cross-site scripting vulnerabilities in MERAK Mail Server 7.6.0 with Icewarp W...;https://nvd.nist.gov/vuln/detail/CVE-2005-0320
IceWarp WEB Mail;5.4.2;CVE-2005-1488;Multiple cross-site scripting (XSS) vulnerabilities in Merak Mail Server 8.0.3 with Ice...;https://nvd.nist.gov/vuln/detail/CVE-2005-1488
IceWarp WEB Mail;5.4.2;CVE-2005-1489;Unknown vulnerability in Merak Mail Server 8.0.3 with Icewarp Web Mail 5.4.2 allows rem...;https://nvd.nist.gov/vuln/detail/CVE-2005-1489
IceWarp WEB Mail;5.4.2;CVE-2005-1490;Merak Mail Server 8.0.3 with Icewarp Web Mail 5.4.2, when the mailbox.dat file does not...;https://nvd.nist.gov/vuln/detail/CVE-2005-1490
IceWarp WEB Mail;5.4.2;CVE-2005-1491;Merak Mail Server 8.0.3 with Icewarp Web Mail 5.4.2 allows remote authenticated users t...;https://nvd.nist.gov/vuln/detail/CVE-2005-1491
IceWarp WEB Mail;5.5.1;CVE-2005-3131;Multiple cross-site scripting (XSS) vulnerabilities in MERAK Mail Server 8.2.4r with Ic...;https://nvd.nist.gov/vuln/detail/CVE-2005-3131
IceWarp WEB Mail;5.5.1;CVE-2005-3132;MERAK Mail Server 8.2.4r with Icewarp Web Mail 5.5.1, and possibly earlier versions, al...;https://nvd.nist.gov/vuln/detail/CVE-2005-3132
IceWarp WEB Mail;5.5.1;CVE-2005-3133;Multiple directory traversal vulnerabilities in MERAK Mail Server 8.2.4r with Icewarp W...;https://nvd.nist.gov/vuln/detail/CVE-2005-3133
IceWarp WEB Mail;5.5.1;CVE-2005-4556;PHP remote file include vulnerability in IceWarp Web Mail 5.5.1, as used by Merak Mail ...;https://nvd.nist.gov/vuln/detail/CVE-2005-4556
IceWarp WEB Mail;5.5.1;CVE-2005-4557;dir/include.html in IceWarp Web Mail 5.5.1, as used by Merak Mail Server 8.3.0r and Vis...;https://nvd.nist.gov/vuln/detail/CVE-2005-4557
IceWarp WEB Mail;5.5.1;CVE-2005-4558;IceWarp Web Mail 5.5.1, as used by Merak Mail Server 8.3.0r and VisNetic Mail Server ve...;https://nvd.nist.gov/vuln/detail/CVE-2005-4558
IceWarp WEB Mail;5.5.1;CVE-2005-4559;mail/include.html in IceWarp Web Mail 5.5.1, as used by Merak Mail Server 8.3.0r and Vi...;https://nvd.nist.gov/vuln/detail/CVE-2005-4559
IceWarp WEB Mail;5.6.0;CVE-2006-0817;Absolute path directory traversal vulnerability in (a) MERAK Mail Server for Windows 8....;https://nvd.nist.gov/vuln/detail/CVE-2006-0817
IceWarp WEB Mail;5.6.0;CVE-2006-0818;Absolute path directory traversal vulnerability in (1) MERAK Mail Server for Windows 8....;https://nvd.nist.gov/vuln/detail/CVE-2006-0818
IceWarp WEB Mail;;CVE-2002-0258;Merak Mail IceWarp Web Mail uses a static identifier as a user session ID that does not...;https://nvd.nist.gov/vuln/detail/CVE-2002-0258
IceWarp WEB Mail;>= 1.40.00 and <= 1.40.10;CVE-2006-2484;Cross-site scripting (XSS) vulnerability in index.html in IceWarp WebMail 5.5.1 and ear...;https://nvd.nist.gov/vuln/detail/CVE-2006-2484
IceWarp WEB Mail;>= 3.1.4 and <= 3.5.1;CVE-2006-2484;Cross-site scripting (XSS) vulnerability in index.html in IceWarp WebMail 5.5.1 and ear...;https://nvd.nist.gov/vuln/detail/CVE-2006-2484
IceWarp WEB Mail;>= 3.3.3 and <= 3.3.5;CVE-2002-1899;Cross-site scripting (XSS) vulnerability in IceWarp Web Mail 3.3.3 and 3.4.5 allows rem...;https://nvd.nist.gov/vuln/detail/CVE-2002-1899
IceWarp WEB Mail;>= 4.1.4 and <= 4.1.5;CVE-2006-2484;Cross-site scripting (XSS) vulnerability in index.html in IceWarp WebMail 5.5.1 and ear...;https://nvd.nist.gov/vuln/detail/CVE-2006-2484
IceWarp WEB Mail;>= 5.2.7 and <= 5.2.8;CVE-2004-1669;Cross-site scripting (XSS) vulnerability in MERAK Mail Server 7.4.5 with Icewarp Web Ma...;https://nvd.nist.gov/vuln/detail/CVE-2004-1669
IceWarp WEB Mail;>= 5.2.7 and <= 5.2.8;CVE-2004-1670;Multiple directory traversal vulnerabilities Merak Mail Server 7.4.5 with Icewarp Web M...;https://nvd.nist.gov/vuln/detail/CVE-2004-1670
IceWarp WEB Mail;>= 5.2.7 and <= 5.2.8;CVE-2004-1671;Merak Mail Server 7.4.5 with Icewarp Web Mail 5.2.7 and possibly other versions allows ...;https://nvd.nist.gov/vuln/detail/CVE-2004-1671
IceWarp WEB Mail;>= 5.2.7 and <= 5.2.8;CVE-2004-1672;attachment.html in Merak Mail Server 7.4.5 with Icewarp Web Mail 5.2.7 and possibly oth...;https://nvd.nist.gov/vuln/detail/CVE-2004-1672
IceWarp WEB Mail;>= 5.2.7 and <= 5.2.8;CVE-2004-1673;accountsettings_add.html in Merak Mail Server 7.4.5 with Icewarp Web Mail 5.2.7 and pos...;https://nvd.nist.gov/vuln/detail/CVE-2004-1673
IceWarp WEB Mail;>= 5.2.7 and <= 5.2.8;CVE-2004-1674;viewaction.html in Merak Mail Server 7.4.5 with Icewarp Web Mail 5.2.7 and possibly oth...;https://nvd.nist.gov/vuln/detail/CVE-2004-1674
IceWarp WEB Mail;>= 5.2.7 and <= 5.5.1;CVE-2006-2484;Cross-site scripting (XSS) vulnerability in index.html in IceWarp WebMail 5.5.1 and ear...;https://nvd.nist.gov/vuln/detail/CVE-2006-2484
IceWarp WEB Mail;>= 5.3.0 and <= 5.3.2;CVE-2005-0322;MERAK Mail Server 7.6.0 with Icewarp Web Mail 5.3.0 and Mail Server 7.6.4r with Icewarp...;https://nvd.nist.gov/vuln/detail/CVE-2005-0322
IceWarp Webclient DC2;13.0.2.9;CVE-2022-35115;IceWarp WebClient DC2 - Update 2 Build 9 (13.0.2.9) was discovered to contain a SQL inj...;https://nvd.nist.gov/vuln/detail/CVE-2022-35115
IceWarp Webclient;10.2.1;CVE-2023-39598;Cross Site Scripting vulnerability in IceWarp Corporation WebClient v.10.2.1 allows a r...;https://nvd.nist.gov/vuln/detail/CVE-2023-39598
IceWarp Webclient;10.3.5;CVE-2020-25925;Cross Site Scripting (XSS) in Webmail Calender in IceWarp WebClient 10.3.5 allows remot...;https://nvd.nist.gov/vuln/detail/CVE-2020-25925
IceWarp Webclient;10.3.5;CVE-2023-43319;Cross Site Scripting (XSS) vulnerability in the Sign-In page of IceWarp WebClient 10.3....;https://nvd.nist.gov/vuln/detail/CVE-2023-43319
IceWarp Webclient;< 10.2.1;CVE-2010-5336;IceWarp Webclient before 10.2.1 has XSS via an HTTP POST request: admin/login.html with...;https://nvd.nist.gov/vuln/detail/CVE-2010-5336
IceWarp Webclient;>= 10.0 and < 10.2.1;CVE-2010-5334;IceWarp Webclient before 10.2.1 has a directory traversal vulnerability;https://nvd.nist.gov/vuln/detail/CVE-2010-5334
IceWarp Webclient;>= 10.0 and < 10.2.1;CVE-2010-5335;IceWarp Webclient before 10.2.1 has a directory traversal vulnerability;https://nvd.nist.gov/vuln/detail/CVE-2010-5335
IceWarp Webclient;>= 10.0 and < 10.2.1;CVE-2010-5337;IceWarp Webclient before 10.2.1 has XSS via an HTTP POST request: webmail/basic/ with t...;https://nvd.nist.gov/vuln/detail/CVE-2010-5337
IceWarp Webclient;>= 10.0 and < 10.2.1;CVE-2010-5338;IceWarp Webclient before 10.2.1 has XSS via an HTTP POST request: webmail/basic/ with t...;https://nvd.nist.gov/vuln/detail/CVE-2010-5338
IceWarp Webclient;>= 10.0 and < 10.2.1;CVE-2010-5339;IceWarp Webclient before 10.2.1 has XSS via an HTTP POST request: webmail/basic/ with t...;https://nvd.nist.gov/vuln/detail/CVE-2010-5339
IceWarp Webclient;>= 10.0 and < 10.2.1;CVE-2010-5340;IceWarp Webclient before 10.2.1 has XSS via an HTTP POST request: webmail/ with the par...;https://nvd.nist.gov/vuln/detail/CVE-2010-5340
IceWarp Webmail Server;<= 9.3.0;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Webmail Server;<= 9.3.0;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Webmail Server;<= 9.3.0;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Webmail Server;>= 2.10.105 and <= 2.10.360;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Webmail Server;>= 2.10.105 and <= 2.10.360;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Webmail Server;>= 2.10.105 and <= 2.10.360;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Webmail Server;>= 3.00.100 and <= 3.10.110;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Webmail Server;>= 3.00.100 and <= 3.10.110;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Webmail Server;>= 3.00.100 and <= 3.10.110;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Webmail Server;>= 4.00.30 and <= 4.10.050;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Webmail Server;>= 4.00.30 and <= 4.10.050;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Webmail Server;>= 4.00.30 and <= 4.10.050;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Webmail Server;>= 5.1.2 and <= 5.9.4;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Webmail Server;>= 5.1.2 and <= 5.9.4;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Webmail Server;>= 5.1.2 and <= 5.9.4;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Webmail Server;>= 6.0.2 and <= 6.2.1;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Webmail Server;>= 6.0.2 and <= 6.2.1;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Webmail Server;>= 6.0.2 and <= 6.2.1;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Webmail Server;>= 7.0.1 and <= 7.6.4;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Webmail Server;>= 7.0.1 and <= 7.6.4;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Webmail Server;>= 7.0.1 and <= 7.6.4;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Webmail Server;>= 8.0.1 and <= 8.9.1;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Webmail Server;>= 8.0.1 and <= 8.9.1;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Webmail Server;>= 8.0.1 and <= 8.9.1;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp Webmail Server;>= 9.0.0 and <= 9.2.0;CVE-2009-1467;Multiple cross-site scripting (XSS) vulnerabilities in IceWarp eMail Server and WebMail...;https://nvd.nist.gov/vuln/detail/CVE-2009-1467
IceWarp Webmail Server;>= 9.0.0 and <= 9.2.0;CVE-2009-1468;Multiple SQL injection vulnerabilities in the search form in server/webmail.php in the ...;https://nvd.nist.gov/vuln/detail/CVE-2009-1468
IceWarp Webmail Server;>= 9.0.0 and <= 9.2.0;CVE-2009-1469;CRLF injection vulnerability in the Forgot Password implementation in server/webmail.ph...;https://nvd.nist.gov/vuln/detail/CVE-2009-1469
IceWarp;10.2.1;CVE-2023-37728;IceWarp v10.2.1 was discovered to contain cross-site scripting (XSS) vulnerability via ...;https://nvd.nist.gov/vuln/detail/CVE-2023-37728
IceWarp;10.2.1;CVE-2024-55218;IceWarp Server 10.2.1 is vulnerable to Cross Site Scripting (XSS) via the meta parameter.;https://nvd.nist.gov/vuln/detail/CVE-2024-55218
IceWarp;10.3.1;CVE-2023-41013;Cross Site Scripting (XSS) in Webmail Calendar in IceWarp 10.3.1 allows remote attacker...;https://nvd.nist.gov/vuln/detail/CVE-2023-41013
IceWarp;11.0.0.0;CVE-2018-25269;ICEWARP 10.3.4 and 11.0.0.0 contains a cross-site scripting vulnerability that allows a...;https://nvd.nist.gov/vuln/detail/CVE-2018-25269
IceWarp;11.4.6.0;CVE-2023-39600;IceWarp 11.4.6.0 was discovered to contain a cross-site scripting (XSS) vulnerability v...;https://nvd.nist.gov/vuln/detail/CVE-2023-39600
IceWarp;>= 12.0.2.1 and <= 12.0.3.1;CVE-2024-0246;A vulnerability classified as problematic has been found in IceWarp 12.0.2.1/12.0.3.1;https://nvd.nist.gov/vuln/detail/CVE-2024-0246
Innovaphone PBX;14r1;CVE-2024-24720;An issue was discovered in the Forgot password function in Innovaphone PBX before 14r1...;https://nvd.nist.gov/vuln/detail/CVE-2024-24720
Innovaphone PBX;< 14r1;CVE-2024-24720;An issue was discovered in the Forgot password function in Innovaphone PBX before 14r1...;https://nvd.nist.gov/vuln/detail/CVE-2024-24720
Innovaphone PBX;< 14r1;CVE-2024-24721;An issue was discovered on Innovaphone PBX before 14r1 devices;https://nvd.nist.gov/vuln/detail/CVE-2024-24721
Innovaphone PBX;<= 10.00;CVE-2014-5335;Multiple cross-site request forgery (CSRF) vulnerabilities in innovaphone PBX 10.00 sr1...;https://nvd.nist.gov/vuln/detail/CVE-2014-5335
Innovaphone;13r2;CVE-2022-41870;AP Manager in Innovaphone before 13r2 Service Release 17 allows command injection via a...;https://nvd.nist.gov/vuln/detail/CVE-2022-41870
Innovaphone;< 13r2;CVE-2022-41870;AP Manager in Innovaphone before 13r2 Service Release 17 allows command injection via a...;https://nvd.nist.gov/vuln/detail/CVE-2022-41870
